date,Unnamed:_0,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient
1998-01-02,0,1.75,1.813,1.6880000000000002,1.813,4.5232,100000.0,0.0,1.0
1998-01-05,1,1.75,1.813,1.75,1.813,4.5232,27000.0,0.0,1.0
1998-01-06,2,1.75,1.813,1.6880000000000002,1.6880000000000002,4.2114,577000.0,0.0,1.0
1998-01-07,3,1.6880000000000002,1.75,1.5630000000000002,1.625,4.0542,155000.0,0.0,1.0
1998-01-08,4,1.5630000000000002,1.75,1.5630000000000002,1.75,4.3660000000000005,222000.0,0.0,1.0
1998-01-09,5,1.75,1.75,1.625,1.6880000000000002,4.2114,231000.0,0.0,1.0
1998-01-12,6,1.625,1.6880000000000002,1.5630000000000002,1.5630000000000002,3.8995,120000.0,0.0,1.0
1998-01-13,7,1.625,1.625,1.5630000000000002,1.5630000000000002,3.8995,63000.0,0.0,1.0
1998-01-14,8,1.6880000000000002,1.813,1.625,1.75,4.3660000000000005,177000.0,0.0,1.0
1998-01-15,9,1.75,1.75,1.5630000000000002,1.625,4.0542,174000.0,0.0,1.0
1998-01-16,10,1.625,1.6880000000000002,1.5630000000000002,1.6880000000000002,4.2114,156000.0,0.0,1.0
1998-01-20,11,1.813,2.125,1.813,2.0,4.9898,465000.0,0.0,1.0
1998-01-21,12,2.0,2.188,2.0,2.188,5.4588,638000.0,0.0,1.0
1998-01-22,13,2.188,2.188,2.125,2.125,5.3016,413000.0,0.0,1.0
1998-01-23,14,2.188,2.188,2.063,2.063,5.1469,123000.0,0.0,1.0
1998-01-26,15,2.125,2.125,2.0,2.063,5.1469,280000.0,0.0,1.0
1998-01-27,16,2.125,2.125,1.875,1.875,4.6779,1136000.0,0.0,1.0
1998-01-28,17,2.0,2.063,1.938,2.0,4.9898,862000.0,0.0,1.0
1998-01-29,18,2.0,2.125,1.938,2.0,4.9898,659000.0,0.0,1.0
1998-01-30,19,2.125,2.125,2.0,2.0,4.9898,193000.0,0.0,1.0
1998-02-02,20,2.063,2.063,2.0,2.0,4.9898,160000.0,0.0,1.0
1998-02-03,21,2.063,2.125,2.0,2.125,5.3016,117000.0,0.0,1.0
1998-02-04,22,2.188,2.188,2.125,2.125,5.3016,144000.0,0.0,1.0
1998-02-05,23,2.188,2.188,2.125,2.188,5.4588,310000.0,0.0,1.0
1998-02-06,24,2.188,2.188,2.125,2.125,5.3016,93000.0,0.0,1.0
1998-02-09,25,2.188,2.188,2.125,2.125,5.3016,239000.0,0.0,1.0
1998-02-10,26,2.188,2.188,2.125,2.125,5.3016,182000.0,0.0,1.0
