date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
1998-01-02,41.25,41.25,40.38,40.5,29.5848,58800.0,0.0,1.0
1998-01-05,40.44,41.0,40.31,40.63,29.6797,134000.0,0.0,1.0
1998-01-06,40.63,40.63,40.0,40.13,29.3145,139300.0,0.0,1.0
1998-01-07,40.06,40.06,38.88,38.88,28.4014,36200.0,0.0,1.0
1998-01-08,38.94,38.94,36.75,37.13,27.123,104300.0,0.0,1.0
1998-01-09,37.25,37.25,35.75,36.56,26.7066,197800.0,0.0,1.0
1998-01-12,36.44,37.5,36.44,37.38,27.3056,74600.0,0.0,1.0
1998-01-13,37.19,38.0,37.19,38.0,27.7585,166000.0,0.0,1.0
1998-01-14,37.81,38.0,36.75,38.0,27.7585,164400.0,0.0,1.0
1998-01-15,38.19,39.0,38.19,38.19,27.8973,87100.0,0.0,1.0
1998-01-16,38.19,38.19,37.38,37.38,27.3056,176600.0,0.0,1.0
1998-01-20,37.25,37.25,36.38,37.19,27.1668,117800.0,0.0,1.0
1998-01-21,37.38,37.38,36.63,37.31,27.2545,80000.0,0.0,1.0
1998-01-22,37.31,37.88,37.06,37.44,27.3495,78600.0,0.0,1.0
1998-01-23,37.38,37.38,36.5,36.88,26.9404,203900.0,0.0,1.0
1998-01-26,36.88,36.88,35.25,35.5,25.9323,280300.0,0.0,1.0
1998-01-27,35.63,37.0,35.63,36.88,26.9404,263800.0,0.0,1.0
1998-01-28,37.0,38.63,37.0,38.25,27.9412,147500.0,0.0,1.0
1998-01-29,38.13,38.13,37.19,37.38,27.3056,118600.0,0.0,1.0
1998-01-30,37.38,38.13,37.38,37.88,27.6709,96600.0,0.0,1.0
1998-02-02,38.0,39.56,37.94,39.38,28.7666,134400.0,0.0,1.0
1998-02-03,39.44,39.5,38.44,38.44,28.0799,193100.0,0.0,1.0
1998-02-04,38.63,38.63,37.94,37.94,27.7147,135900.0,0.0,1.0
1998-02-05,38.0,38.06,37.44,37.56,27.4371,174500.0,0.0,1.0
1998-02-06,37.75,37.75,37.0,37.38,27.3056,412200.0,0.0,1.0
1998-02-09,37.5,37.63,37.13,37.38,27.3056,113200.0,0.0,1.0
1998-02-10,37.56,38.38,37.38,37.88,27.6709,136300.0,0.0,1.0
1998-02-11,38.13,38.5,38.0,38.0,27.7585,193400.0,0.0,1.0
1998-02-12,38.0,38.25,37.63,38.0,27.7585,74300.0,0.0,1.0
1998-02-13,37.88,38.25,37.69,38.13,27.8535,118400.0,0.0,1.0
1998-02-17,38.13,38.25,37.94,38.06,27.8024,59000.0,0.0,1.0
1998-02-18,38.0,38.38,37.94,38.25,27.9412,152700.0,0.0,1.0
1998-02-19,38.13,38.38,38.0,38.38,28.0361,109200.0,0.0,1.0
1998-02-20,38.38,38.5,38.0,38.19,27.8973,66900.0,0.0,1.0
1998-02-23,37.63,37.81,36.69,37.75,27.5759,113500.0,0.0,1.0
1998-02-24,37.56,38.94,37.38,38.38,28.0361,101500.0,0.0,1.0
1998-02-25,38.38,38.38,37.5,37.81,27.6197,125000.0,0.0,1.0
1998-02-26,37.94,37.94,37.5,37.75,27.5759,109400.0,0.0,1.0
1998-02-27,37.75,37.75,36.63,36.88,26.9404,309100.0,0.0,1.0
1998-03-02,36.81,37.0,36.63,36.94,26.9842,296300.0,0.0,1.0
1998-03-03,36.88,37.13,36.75,36.94,26.9842,827400.0,0.0,1.0
1998-03-04,37.0,37.0,36.63,36.75,26.8454,231800.0,0.0,1.0
1998-03-05,36.75,37.44,36.5,37.44,27.386,691600.0,0.05,1.0
1998-03-06,37.63,37.94,37.25,37.56,27.4738,203700.0,0.0,1.0
1998-03-09,37.5,37.75,37.25,37.5,27.4299,1095400.0,0.0,1.0
1998-03-10,37.56,37.69,37.5,37.56,27.4738,242800.0,0.0,1.0
1998-03-11,37.63,37.75,37.38,37.69,27.5689,235600.0,0.0,1.0
1998-03-12,37.69,38.0,37.63,37.81,27.6566,233200.0,0.0,1.0
1998-03-13,37.94,38.0,37.81,37.88,27.7078,393000.0,0.0,1.0
1998-03-16,37.88,39.5,37.75,39.19,28.666,793300.0,0.0,1.0
1998-03-17,39.0,40.31,39.0,39.63,28.9879,294600.0,0.0,1.0
1998-03-18,39.81,40.75,39.81,40.31,29.4853,381900.0,0.0,1.0
1998-03-19,40.38,40.63,40.0,40.31,29.4853,142000.0,0.0,1.0
1998-03-20,40.56,41.5,40.44,40.44,29.5804,212000.0,0.0,1.0
1998-03-23,40.19,40.94,40.13,40.81,29.851,48400.0,0.0,1.0
1998-03-24,40.81,41.31,40.56,40.88,29.9022,88200.0,0.0,1.0
1998-03-25,40.94,41.63,40.75,41.56,30.3996,114100.0,0.0,1.0
1998-03-26,41.5,41.56,40.13,40.5,29.6243,162600.0,0.0,1.0
1998-03-27,40.63,40.94,40.25,40.25,29.4414,88400.0,0.0,1.0
1998-03-30,40.13,40.88,39.69,39.81,29.1196,182100.0,0.0,1.0
1998-03-31,39.81,41.5,39.81,41.13,30.0851,242600.0,0.0,1.0
1998-04-01,41.06,42.19,41.0,42.19,30.8604,98800.0,0.0,1.0
1998-04-02,42.19,43.56,42.13,42.75,31.2701,207800.0,0.0,1.0
1998-04-03,42.81,44.63,42.81,44.06,32.2283,141000.0,0.0,1.0
1998-04-06,44.25,44.81,42.38,42.44,31.0433,232800.0,0.0,1.0
1998-04-07,42.56,42.63,42.38,42.63,31.1823,102200.0,0.0,1.0
1998-04-08,42.5,44.38,42.5,43.56,31.8625,156200.0,0.0,1.0
1998-04-09,43.5,44.69,43.38,44.69,32.6891,208400.0,0.0,1.0
1998-04-13,44.69,45.0,43.88,44.25,32.3672,208800.0,0.0,1.0
1998-04-14,44.38,44.44,43.88,44.25,32.3672,148000.0,0.0,1.0
1998-04-15,44.38,44.88,44.25,44.63,32.6452,293600.0,0.0,1.0
1998-04-16,44.44,45.25,44.44,44.5,32.5501,88600.0,0.0,1.0
1998-04-17,44.25,44.31,43.88,44.31,32.4111,223000.0,0.0,1.0
1998-04-20,44.31,44.38,44.06,44.13,32.2795,73400.0,0.0,1.0
1998-04-21,44.31,44.31,43.44,43.63,31.9137,351600.0,0.0,1.0
1998-04-22,43.38,44.13,43.13,43.44,31.7748,603700.0,0.0,1.0
1998-04-23,43.44,43.56,42.94,43.13,31.548,42400.0,0.0,1.0
1998-04-24,43.0,43.13,41.0,42.0,30.7215,400500.0,0.0,1.0
1998-04-27,41.75,41.75,40.69,40.75,29.8071,199500.0,0.0,1.0
1998-04-28,41.5,42.0,41.5,41.81,30.5825,138100.0,0.0,1.0
1998-04-29,41.94,42.0,40.88,40.88,29.9022,158100.0,0.0,1.0
1998-04-30,40.94,41.56,40.75,41.25,30.1729,143100.0,0.0,1.0
1998-05-01,41.31,42.0,41.25,41.63,30.4508,125000.0,0.0,1.0
1998-05-04,41.75,41.94,40.56,40.63,29.7194,187500.0,0.0,1.0
1998-05-05,40.63,40.88,39.63,40.19,29.3975,413400.0,0.0,1.0
1998-05-06,40.44,40.75,39.44,40.38,29.5365,222600.0,0.0,1.0
1998-05-07,40.13,40.69,40.06,40.19,29.3975,190100.0,0.0,1.0
1998-05-08,39.94,40.0,39.06,39.31,28.7538,276700.0,0.0,1.0
1998-05-11,39.38,39.56,39.25,39.44,28.8489,127200.0,0.0,1.0
1998-05-12,39.31,39.5,38.81,39.25,28.7099,190800.0,0.0,1.0
1998-05-13,39.38,39.44,39.25,39.31,28.7538,159400.0,0.0,1.0
1998-05-14,39.25,40.5,39.25,40.0,29.2585,203600.0,0.0,1.0
1998-05-15,39.81,39.94,39.47,39.88,29.1708,148100.0,0.0,1.0
1998-05-18,39.69,39.69,38.25,38.31,28.0224,107200.0,0.0,1.0
1998-05-19,38.38,39.88,38.38,39.56,28.9367,170500.0,0.0,1.0
1998-05-20,39.63,39.69,38.5,39.19,28.666,104200.0,0.0,1.0
1998-05-21,39.06,39.81,39.06,39.38,28.805,118100.0,0.0,1.0
1998-05-22,39.31,39.88,39.31,39.81,29.1196,37400.0,0.0,1.0
1998-05-26,39.88,40.56,38.56,38.63,28.2564,303700.0,0.0,1.0
1998-05-27,38.38,39.0,38.38,38.63,28.2564,236500.0,0.0,1.0
1998-05-28,38.69,38.94,38.63,38.94,28.4832,90100.0,0.0,1.0
1998-05-29,38.94,39.13,38.75,38.88,28.4393,102500.0,0.0,1.0
1998-06-01,38.69,38.81,38.5,38.63,28.2564,178900.0,0.0,1.0
1998-06-02,38.56,38.69,38.0,38.44,28.1174,132300.0,0.0,1.0
1998-06-03,38.5,38.69,38.13,38.69,28.3369,493600.0,0.05,1.0
1998-06-04,38.88,39.38,38.75,39.31,28.791,70300.0,0.0,1.0
1998-06-05,39.19,40.63,39.19,40.38,29.5747,198200.0,0.0,1.0
1998-06-08,40.5,40.75,39.69,39.69,29.0693,156300.0,0.0,1.0
1998-06-09,39.44,39.63,38.31,39.06,28.6079,266800.0,0.0,1.0
1998-06-10,38.88,39.25,38.38,38.69,28.3369,123800.0,0.0,1.0
1998-06-11,38.69,39.0,37.88,38.0,27.8315,126400.0,0.0,1.0
1998-06-12,38.0,38.31,37.25,37.63,27.5605,139700.0,0.0,1.0
1998-06-15,37.63,37.63,37.5,37.56,27.5093,55500.0,0.0,1.0
1998-06-16,37.69,37.69,36.88,37.19,27.2383,104900.0,0.0,1.0
