date,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,8. split coefficient
2016-01-05,123.43,126.25,122.31,125.84,119.682,2163572.0,0.0,1.0
2016-01-06,125.24,125.54,119.94,119.98,114.1087,2386461.0,0.0,1.0
2016-01-07,116.38,119.74,114.93,114.95,109.3249,2489451.0,0.0,1.0
2016-01-08,115.48,117.44,113.5,116.62,110.9131,2006267.0,0.0,1.0
2016-01-11,117.01,117.33,114.09,114.97,109.3439,1408550.0,0.0,1.0
2016-01-12,115.51,116.06,114.5,115.55,109.8955,1098024.0,0.0,1.0
2016-01-13,116.46,117.065,112.59,112.85,107.3276,949576.0,0.0,1.0
2016-01-14,113.51,115.03,110.05,114.38,108.7828,785469.0,0.0,1.0
2016-01-15,113.33,114.88,111.92,112.53,107.0233,1093741.0,0.0,1.0
2016-01-19,113.66,115.87,109.87,110.38,104.9785,1523527.0,0.0,1.0
2016-01-20,109.06,111.6,108.32,109.3,103.9514,1654181.0,0.0,1.0
2016-01-21,109.73,110.58,108.315,110.0,104.6171,944335.0,0.0,1.0
2016-01-22,111.88,112.949,110.19,111.95,106.4717,745066.0,0.0,1.0
2016-01-25,111.32,114.63,110.0,110.12,104.7312,703799.0,0.0,1.0
2016-01-26,110.42,111.4,107.3025,111.0,105.5682,563603.0,0.0,1.0
2016-01-27,110.77,112.57,109.02,110.71,105.2924,896948.0,0.0,1.0
2016-01-28,110.9,112.97,109.9,112.58,107.0708,680420.0,0.0,1.0
2016-01-29,113.35,114.59,111.67,114.47,108.8684,749928.0,0.0,1.0
2016-02-01,114.0,114.85,112.9,114.5,108.8969,574170.0,0.0,1.0
2016-02-02,113.25,113.86,109.75,110.56,105.1497,694826.0,0.0,1.0
2016-02-03,113.38,114.64,109.64,114.05,108.4689,896326.0,0.0,1.0
2016-02-04,114.08,116.32,114.08,115.71,110.0477,956336.0,0.0,1.0
2016-02-05,115.12,116.49,109.71,114.02,108.4404,997061.0,0.0,1.0
2016-02-08,113.3,113.3,110.46,111.16,105.7203,1200452.0,0.0,1.0
2016-02-09,111.17,112.108,109.64,110.65,105.2353,1725244.0,0.0,1.0
2016-02-10,106.73,112.1099,106.36,107.52,102.2585,1945964.0,0.0,1.0
2016-02-11,105.63,109.255,104.11,107.13,101.8875,1319536.0,0.0,1.0
2016-02-12,108.56,109.4275,107.07,107.84,102.5628,922402.0,0.0,1.0
2016-02-16,109.11,111.3,107.01,110.77,105.3494,1185091.0,0.0,1.0
2016-02-17,110.83,112.11,107.9699,111.24,105.7964,922004.0,0.0,1.0
2016-02-18,111.12,112.2,108.93,111.6,106.1388,441403.0,0.0,1.0
2016-02-19,111.37,112.395,107.28,110.33,104.931,1244745.0,0.0,1.0
2016-02-22,111.36,113.23,111.01,113.04,107.5083,681534.0,0.0,1.0
2016-02-23,112.37,112.8,111.35,111.89,106.4146,411236.0,0.0,1.0
2016-02-24,110.77,112.49,109.82,111.56,106.1008,447282.0,0.0,1.0
2016-02-25,111.6,112.99,110.75,112.88,107.3562,559882.0,0.0,1.0
2016-02-26,113.34,114.18,111.01,112.75,107.2325,460167.0,0.0,1.0
2016-02-29,113.04,115.36,111.65,113.32,107.7746,971565.0,0.0,1.0
2016-03-01,114.27,115.57,112.65,115.51,109.8575,694078.0,0.0,1.0
2016-03-02,115.35,117.09,115.2,116.78,111.0653,1159689.0,0.0,1.0
2016-03-03,116.49,117.67,115.42,117.0,111.2746,884727.0,0.0,1.0
2016-03-04,116.61,117.48,115.5701,117.19,111.4553,692422.0,0.0,1.0
2016-03-07,116.05,117.48,115.99,116.95,111.227,898185.0,0.0,1.0
2016-03-08,116.5,117.37,115.4501,116.71,110.9987,841579.0,0.0,1.0
2016-03-09,117.05,117.31,115.5,116.49,110.7895,796520.0,0.0,1.0
2016-03-10,116.91,118.0,114.14,116.82,111.1034,416820.0,0.0,1.0
2016-03-11,117.93,120.76,116.63,120.62,114.7174,590200.0,0.0,1.0
2016-03-14,120.42,121.04,118.6,120.63,114.7269,495103.0,0.0,1.0
2016-03-15,119.84,120.76,118.09,120.7,114.7935,515925.0,0.0,1.0
2016-03-16,120.35,121.04,119.01,120.82,114.9076,562061.0,0.0,1.0
2016-03-17,121.01,124.41,119.45,124.03,117.9605,809321.0,0.0,1.0
2016-03-18,124.25,124.56,120.09,121.27,115.3356,1607637.0,0.0,1.0
2016-03-21,120.86,121.84,119.14,121.45,115.5068,1001334.0,0.0,1.0
2016-03-22,121.03,122.91,120.72,121.47,115.5258,711414.0,0.0,1.0
2016-03-23,121.47,121.47,119.1,119.38,113.5381,444186.0,0.0,1.0
2016-03-24,118.89,119.44,117.64,119.41,113.5666,534102.0,0.0,1.0
2016-03-28,119.51,120.88,118.0,118.72,112.9104,798518.0,0.0,1.0
2016-03-29,117.99,118.93,117.02,117.98,112.6631,591035.0,0.48,1.0
2016-03-30,118.4,119.67,118.12,118.74,113.3889,443154.0,0.0,1.0
2016-03-31,118.78,119.335,117.86,118.66,113.3125,577994.0,0.0,1.0
2016-04-01,118.08,120.34,117.025,119.93,114.5252,765063.0,0.0,1.0
2016-04-04,119.66,120.35,117.3788,117.65,112.348,514255.0,0.0,1.0
2016-04-05,116.4,116.435,113.25,114.07,108.9293,1149975.0,0.0,1.0
2016-04-06,114.09,115.61,113.73,115.47,110.2662,2036098.0,0.0,1.0
2016-04-07,114.74,115.265,113.34,113.54,108.4232,702236.0,0.0,1.0
2016-04-08,114.88,115.0,112.59,113.41,108.2991,689087.0,0.0,1.0
2016-04-11,114.11,115.95,114.11,114.64,109.4736,553784.0,0.0,1.0
2016-04-12,114.99,115.99,114.75,115.79,110.5718,775919.0,0.0,1.0
2016-04-13,115.81,118.01,115.1,117.99,112.6727,621917.0,0.0,1.0
2016-04-14,118.16,119.68,117.17,117.72,112.4148,358129.0,0.0,1.0
2016-04-15,117.5,118.8,115.9301,118.45,113.1119,939335.0,0.0,1.0
2016-04-18,118.32,121.27,117.51,121.26,115.7953,735929.0,0.0,1.0
2016-04-19,121.35,122.42,121.17,121.68,116.1964,924704.0,0.0,1.0
2016-04-20,121.1,122.46,121.02,122.31,116.798,658832.0,0.0,1.0
2016-04-21,122.61,124.13,121.93,123.01,117.4664,1055381.0,0.0,1.0
2016-04-22,123.48,124.74,122.58,123.79,118.2113,695352.0,0.0,1.0
2016-04-25,123.2,123.995,122.17,123.3,117.7434,459972.0,0.0,1.0
2016-04-26,123.96,124.46,123.16,124.4,118.7938,532993.0,0.0,1.0
2016-04-27,124.59,124.99,123.13,124.69,119.0707,462677.0,0.0,1.0
2016-04-28,123.54,124.62,122.68,124.15,118.555,910737.0,0.0,1.0
2016-04-29,123.8,125.1699,122.05,124.9,119.2712,889670.0,0.0,1.0
2016-05-02,125.44,126.74,124.8,125.96,120.2835,734675.0,0.0,1.0
2016-05-03,124.56,126.43,123.655,126.27,120.5795,1304758.0,0.0,1.0
2016-05-04,125.39,126.78,124.97,126.56,120.8564,1598249.0,0.0,1.0
2016-05-05,126.66,127.79,126.2,127.66,121.9069,1917463.0,0.0,1.0
2016-05-06,127.36,127.36,121.24,121.56,116.0818,3221640.0,0.0,1.0
2016-05-09,122.28,123.64,121.2,123.44,117.877,919806.0,0.0,1.0
2016-05-10,123.89,125.99,122.81,125.51,119.8538,1991598.0,0.0,1.0
2016-05-11,125.7,125.94,124.07,124.21,118.6123,594848.0,0.0,1.0
2016-05-12,124.44,124.57,122.01,123.89,118.3068,475831.0,0.0,1.0
2016-05-13,123.91,126.27,122.75,122.97,117.4282,715131.0,0.0,1.0
2016-05-16,123.12,124.61,122.87,123.91,118.3259,528756.0,0.0,1.0
2016-05-17,123.4,124.17,121.14,123.41,117.8484,580015.0,0.0,1.0
2016-05-18,123.22,125.395,122.52,125.27,119.6246,629695.0,0.0,1.0
2016-05-19,124.52,125.47,122.69,125.12,119.4813,598200.0,0.0,1.0
2016-05-20,125.15,125.77,123.8952,125.57,119.9111,816675.0,0.0,1.0
2016-05-23,125.48,126.23,124.7601,125.95,120.2739,640794.0,0.0,1.0
2016-05-24,126.13,127.08,125.17,126.62,120.9137,761077.0,0.0,1.0
2016-05-25,127.08,128.06,125.94,126.46,120.7609,462218.0,0.0,1.0
2016-05-26,126.36,126.98,125.42,126.61,120.9042,627532.0,0.0,1.0
2016-05-27,126.51,127.99,126.12,127.91,122.1456,722484.0,0.0,1.0
2016-05-31,128.5,128.69,127.19,128.02,122.2506,1384223.0,0.0,1.0
2016-06-01,127.67,128.14,126.75,128.07,122.2984,441536.0,0.0,1.0
2016-06-02,127.99,128.828,126.97,128.75,122.9477,423625.0,0.0,1.0
2016-06-03,127.81,127.85,126.005,127.48,121.735,496966.0,0.0,1.0
2016-06-06,127.7,128.75,124.66,127.68,121.926,537212.0,0.0,1.0
